,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.692,0.695
1,91.0,1.0,1.0,0.596,0.66
2,91.0,1.0,2.0,0.616,0.63
3,91.0,2.0,0.0,0.68,0.675
4,91.0,2.0,1.0,0.612,0.665
5,91.0,2.0,2.0,0.6,0.645
6,91.0,3.0,0.0,0.68,0.695
7,91.0,3.0,1.0,0.636,0.755
8,91.0,3.0,2.0,0.6,0.66
9,91.0,4.0,0.0,0.702,0.74
10,91.0,4.0,1.0,0.61,0.73
11,91.0,4.0,2.0,0.598,0.7
12,91.0,5.0,0.0,0.724,0.8
13,91.0,5.0,1.0,0.616,0.725
14,91.0,5.0,2.0,0.596,0.64
15,91.0,6.0,0.0,0.724,0.825
16,91.0,6.0,1.0,0.632,0.755
17,91.0,6.0,2.0,0.588,0.595
18,91.0,7.0,0.0,0.716,0.78
19,91.0,7.0,1.0,0.64,0.74
20,91.0,7.0,2.0,0.58,0.615
21,91.0,8.0,0.0,0.686,0.77
22,91.0,8.0,1.0,0.642,0.76
23,91.0,8.0,2.0,0.598,0.63
24,91.0,9.0,0.0,0.682,0.76
25,91.0,9.0,1.0,0.666,0.79
26,91.0,9.0,2.0,0.622,0.66
27,91.0,10.0,0.0,0.674,0.745
28,91.0,10.0,1.0,0.658,0.77
29,91.0,10.0,2.0,0.626,0.725
30,91.0,11.0,0.0,0.662,0.745
31,91.0,11.0,1.0,0.642,0.755
32,91.0,11.0,2.0,0.638,0.725
33,91.0,12.0,0.0,0.674,0.74
34,91.0,12.0,1.0,0.634,0.7
35,91.0,12.0,2.0,0.63,0.695
36,91.0,13.0,0.0,0.68,0.775
37,91.0,13.0,1.0,0.62,0.69
38,91.0,13.0,2.0,0.628,0.71
39,91.0,14.0,0.0,0.67,0.795
40,91.0,14.0,1.0,0.622,0.69
41,91.0,14.0,2.0,0.622,0.7
42,91.0,15.0,0.0,0.676,0.795
43,91.0,15.0,1.0,0.628,0.695
44,91.0,15.0,2.0,0.608,0.7
45,91.0,16.0,0.0,0.65,0.755
46,91.0,16.0,1.0,0.618,0.675
47,91.0,16.0,2.0,0.634,0.735
48,91.0,17.0,0.0,0.67,0.78
49,91.0,17.0,1.0,0.606,0.665
50,91.0,17.0,2.0,0.634,0.725
51,91.0,18.0,0.0,0.664,0.785
52,91.0,18.0,1.0,0.596,0.67
53,91.0,18.0,2.0,0.628,0.695
54,91.0,19.0,0.0,0.644,0.755
55,91.0,19.0,1.0,0.624,0.69
56,91.0,19.0,2.0,0.628,0.7
57,91.0,20.0,0.0,0.644,0.765
58,91.0,20.0,1.0,0.62,0.665
59,91.0,20.0,2.0,0.608,0.69
60,91.0,21.0,0.0,0.64,0.755
61,91.0,21.0,1.0,0.624,0.67
62,91.0,21.0,2.0,0.596,0.68
63,91.0,22.0,0.0,0.618,0.75
64,91.0,22.0,1.0,0.618,0.675
65,91.0,22.0,2.0,0.602,0.68
66,91.0,23.0,0.0,0.612,0.735
67,91.0,23.0,1.0,0.624,0.69
68,91.0,23.0,2.0,0.596,0.675
69,91.0,24.0,0.0,0.616,0.72
70,91.0,24.0,1.0,0.648,0.685
71,91.0,24.0,2.0,0.604,0.685
72,91.0,25.0,0.0,0.618,0.69
73,91.0,25.0,1.0,0.662,0.71
74,91.0,25.0,2.0,0.61,0.685
75,91.0,26.0,0.0,0.636,0.69
76,91.0,26.0,1.0,0.672,0.74
77,91.0,26.0,2.0,0.604,0.68
78,91.0,27.0,0.0,0.634,0.69
79,91.0,27.0,1.0,0.654,0.715
80,91.0,27.0,2.0,0.63,0.7
81,91.0,28.0,0.0,0.626,0.695
82,91.0,28.0,1.0,0.642,0.73
83,91.0,28.0,2.0,0.642,0.72
84,91.0,29.0,0.0,0.63,0.72
85,91.0,29.0,1.0,0.642,0.74
86,91.0,29.0,2.0,0.646,0.735
87,91.0,30.0,0.0,0.63,0.725
88,91.0,30.0,1.0,0.646,0.71
89,91.0,30.0,2.0,0.662,0.755
90,91.0,31.0,0.0,0.632,0.725
91,91.0,31.0,1.0,0.628,0.71
92,91.0,31.0,2.0,0.648,0.735
93,91.0,32.0,0.0,0.638,0.735
94,91.0,32.0,1.0,0.622,0.705
95,91.0,32.0,2.0,0.642,0.715
96,91.0,33.0,0.0,0.652,0.75
97,91.0,33.0,1.0,0.616,0.71
98,91.0,33.0,2.0,0.636,0.7
99,91.0,34.0,0.0,0.654,0.77
100,91.0,34.0,1.0,0.606,0.71
101,91.0,34.0,2.0,0.63,0.715
102,91.0,35.0,0.0,0.654,0.75
103,91.0,35.0,1.0,0.642,0.71
104,91.0,35.0,2.0,0.638,0.725
105,91.0,36.0,0.0,0.668,0.76
106,91.0,36.0,1.0,0.656,0.72
107,91.0,36.0,2.0,0.628,0.715
108,91.0,37.0,0.0,0.658,0.75
109,91.0,37.0,1.0,0.646,0.75
110,91.0,37.0,2.0,0.63,0.73
111,91.0,38.0,0.0,0.666,0.765
112,91.0,38.0,1.0,0.634,0.72
113,91.0,38.0,2.0,0.638,0.715
114,91.0,39.0,0.0,0.66,0.75
115,91.0,39.0,1.0,0.632,0.71
116,91.0,39.0,2.0,0.628,0.685
117,91.0,40.0,0.0,0.644,0.745
118,91.0,40.0,1.0,0.632,0.71
119,91.0,40.0,2.0,0.616,0.645
120,91.0,41.0,0.0,0.64,0.75
121,91.0,41.0,1.0,0.644,0.695
122,91.0,41.0,2.0,0.636,0.66
123,91.0,42.0,0.0,0.632,0.74
124,91.0,42.0,1.0,0.636,0.69
125,91.0,42.0,2.0,0.66,0.705
126,91.0,43.0,0.0,0.638,0.745
127,91.0,43.0,1.0,0.638,0.685
128,91.0,43.0,2.0,0.67,0.73
129,91.0,44.0,0.0,0.634,0.75
130,91.0,44.0,1.0,0.622,0.67
131,91.0,44.0,2.0,0.646,0.705
132,91.0,45.0,0.0,0.622,0.72
133,91.0,45.0,1.0,0.622,0.64
134,91.0,45.0,2.0,0.654,0.725
135,91.0,46.0,0.0,0.622,0.705
136,91.0,46.0,1.0,0.618,0.64
137,91.0,46.0,2.0,0.654,0.725
138,91.0,47.0,0.0,0.61,0.68
139,91.0,47.0,1.0,0.614,0.645
140,91.0,47.0,2.0,0.666,0.765
141,91.0,48.0,0.0,0.614,0.7
142,91.0,48.0,1.0,0.614,0.635
143,91.0,48.0,2.0,0.662,0.765
144,91.0,49.0,0.0,0.614,0.715
145,91.0,49.0,1.0,0.63,0.645
146,91.0,49.0,2.0,0.662,0.775
147,91.0,50.0,0.0,0.616,0.73
148,91.0,50.0,1.0,0.636,0.65
149,91.0,50.0,2.0,0.664,0.77
150,91.0,51.0,0.0,0.618,0.745
151,91.0,51.0,1.0,0.642,0.665
152,91.0,51.0,2.0,0.634,0.75
153,91.0,52.0,0.0,0.61,0.745
154,91.0,52.0,1.0,0.662,0.68
155,91.0,52.0,2.0,0.618,0.71
156,91.0,53.0,0.0,0.612,0.745
157,91.0,53.0,1.0,0.656,0.695
158,91.0,53.0,2.0,0.62,0.71
159,91.0,54.0,0.0,0.626,0.75
160,91.0,54.0,1.0,0.658,0.7
161,91.0,54.0,2.0,0.614,0.695
162,91.0,55.0,0.0,0.62,0.75
163,91.0,55.0,1.0,0.652,0.685
164,91.0,55.0,2.0,0.616,0.69
165,91.0,56.0,0.0,0.618,0.75
166,91.0,56.0,1.0,0.666,0.72
167,91.0,56.0,2.0,0.626,0.695
168,91.0,57.0,0.0,0.62,0.745
169,91.0,57.0,1.0,0.656,0.71
170,91.0,57.0,2.0,0.624,0.705
171,91.0,58.0,0.0,0.632,0.74
172,91.0,58.0,1.0,0.652,0.7
173,91.0,58.0,2.0,0.632,0.715
174,91.0,59.0,0.0,0.646,0.76
175,91.0,59.0,1.0,0.662,0.705
176,91.0,59.0,2.0,0.626,0.705
177,91.0,60.0,0.0,0.642,0.74
178,91.0,60.0,1.0,0.678,0.705
179,91.0,60.0,2.0,0.642,0.755
180,91.0,61.0,0.0,0.64,0.725
181,91.0,61.0,1.0,0.684,0.71
182,91.0,61.0,2.0,0.644,0.76
183,91.0,62.0,0.0,0.638,0.705
184,91.0,62.0,1.0,0.702,0.73
185,91.0,62.0,2.0,0.638,0.74
186,91.0,63.0,0.0,0.634,0.71
187,91.0,63.0,1.0,0.702,0.72
188,91.0,63.0,2.0,0.634,0.725
189,91.0,64.0,0.0,0.628,0.72
190,91.0,64.0,1.0,0.716,0.73
191,91.0,64.0,2.0,0.632,0.735
192,91.0,65.0,0.0,0.64,0.715
193,91.0,65.0,1.0,0.724,0.755
194,91.0,65.0,2.0,0.628,0.735
195,91.0,66.0,0.0,0.636,0.72
196,91.0,66.0,1.0,0.728,0.77
197,91.0,66.0,2.0,0.624,0.715
198,91.0,67.0,0.0,0.644,0.72
199,91.0,67.0,1.0,0.72,0.765
200,91.0,67.0,2.0,0.62,0.72
201,91.0,68.0,0.0,0.644,0.715
202,91.0,68.0,1.0,0.732,0.785
203,91.0,68.0,2.0,0.612,0.715
204,91.0,69.0,0.0,0.648,0.7
205,91.0,69.0,1.0,0.732,0.79
206,91.0,69.0,2.0,0.608,0.715
207,91.0,70.0,0.0,0.646,0.715
208,91.0,70.0,1.0,0.726,0.795
209,91.0,70.0,2.0,0.602,0.685
210,91.0,71.0,0.0,0.642,0.72
211,91.0,71.0,1.0,0.73,0.805
212,91.0,71.0,2.0,0.602,0.685
213,91.0,72.0,0.0,0.632,0.71
214,91.0,72.0,1.0,0.724,0.79
215,91.0,72.0,2.0,0.608,0.685
216,91.0,73.0,0.0,0.626,0.695
217,91.0,73.0,1.0,0.73,0.795
218,91.0,73.0,2.0,0.614,0.685
219,91.0,74.0,0.0,0.618,0.7
220,91.0,74.0,1.0,0.734,0.8
221,91.0,74.0,2.0,0.61,0.67
222,91.0,75.0,0.0,0.624,0.71
223,91.0,75.0,1.0,0.732,0.8
224,91.0,75.0,2.0,0.6,0.66
225,91.0,76.0,0.0,0.62,0.72
226,91.0,76.0,1.0,0.728,0.805
227,91.0,76.0,2.0,0.592,0.645
228,91.0,77.0,0.0,0.628,0.73
229,91.0,77.0,1.0,0.724,0.81
230,91.0,77.0,2.0,0.588,0.655
231,91.0,78.0,0.0,0.624,0.73
232,91.0,78.0,1.0,0.724,0.795
233,91.0,78.0,2.0,0.592,0.645
234,91.0,79.0,0.0,0.628,0.73
235,91.0,79.0,1.0,0.728,0.805
236,91.0,79.0,2.0,0.6,0.665
237,91.0,80.0,0.0,0.64,0.74
238,91.0,80.0,1.0,0.72,0.805
239,91.0,80.0,2.0,0.604,0.695
240,91.0,81.0,0.0,0.634,0.745
241,91.0,81.0,1.0,0.714,0.79
242,91.0,81.0,2.0,0.606,0.705
243,91.0,82.0,0.0,0.642,0.745
244,91.0,82.0,1.0,0.722,0.795
245,91.0,82.0,2.0,0.606,0.7
246,91.0,83.0,0.0,0.644,0.75
247,91.0,83.0,1.0,0.72,0.8
248,91.0,83.0,2.0,0.6,0.69
249,91.0,84.0,0.0,0.646,0.77
250,91.0,84.0,1.0,0.718,0.805
251,91.0,84.0,2.0,0.59,0.695
252,91.0,85.0,0.0,0.652,0.775
253,91.0,85.0,1.0,0.716,0.795
254,91.0,85.0,2.0,0.592,0.69
255,91.0,86.0,0.0,0.666,0.795
256,91.0,86.0,1.0,0.718,0.8
257,91.0,86.0,2.0,0.594,0.685
258,91.0,87.0,0.0,0.664,0.795
259,91.0,87.0,1.0,0.712,0.795
260,91.0,87.0,2.0,0.6,0.69
261,91.0,88.0,0.0,0.662,0.78
262,91.0,88.0,1.0,0.718,0.8
263,91.0,88.0,2.0,0.598,0.69
264,91.0,89.0,0.0,0.65,0.78
265,91.0,89.0,1.0,0.726,0.8
266,91.0,89.0,2.0,0.598,0.68
267,91.0,90.0,0.0,0.648,0.775
268,91.0,90.0,1.0,0.72,0.795
269,91.0,90.0,2.0,0.608,0.695
270,91.0,91.0,0.0,0.65,0.785
271,91.0,91.0,1.0,0.71,0.79
272,91.0,91.0,2.0,0.598,0.68
273,91.0,92.0,0.0,0.656,0.79
274,91.0,92.0,1.0,0.704,0.785
