,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.678,0.74
1,91.0,1.0,1.0,0.606,0.7
2,91.0,1.0,2.0,0.606,0.625
3,91.0,2.0,0.0,0.622,0.695
4,91.0,2.0,1.0,0.658,0.69
5,91.0,2.0,2.0,0.646,0.69
6,91.0,3.0,0.0,0.616,0.585
7,91.0,3.0,1.0,0.696,0.7
8,91.0,3.0,2.0,0.7,0.735
9,91.0,4.0,0.0,0.632,0.595
10,91.0,4.0,1.0,0.68,0.73
11,91.0,4.0,2.0,0.62,0.635
12,91.0,5.0,0.0,0.658,0.685
13,91.0,5.0,1.0,0.706,0.85
14,91.0,5.0,2.0,0.554,0.56
15,91.0,6.0,0.0,0.68,0.785
16,91.0,6.0,1.0,0.704,0.87
17,91.0,6.0,2.0,0.56,0.54
18,91.0,7.0,0.0,0.698,0.755
19,91.0,7.0,1.0,0.718,0.875
20,91.0,7.0,2.0,0.55,0.53
21,91.0,8.0,0.0,0.7,0.75
22,91.0,8.0,1.0,0.716,0.87
23,91.0,8.0,2.0,0.548,0.535
24,91.0,9.0,0.0,0.706,0.725
25,91.0,9.0,1.0,0.742,0.875
26,91.0,9.0,2.0,0.542,0.55
27,91.0,10.0,0.0,0.728,0.755
28,91.0,10.0,1.0,0.736,0.865
29,91.0,10.0,2.0,0.516,0.525
30,91.0,11.0,0.0,0.746,0.775
31,91.0,11.0,1.0,0.734,0.855
32,91.0,11.0,2.0,0.51,0.51
33,91.0,12.0,0.0,0.78,0.825
34,91.0,12.0,1.0,0.712,0.79
35,91.0,12.0,2.0,0.516,0.505
36,91.0,13.0,0.0,0.776,0.84
37,91.0,13.0,1.0,0.72,0.805
38,91.0,13.0,2.0,0.508,0.505
39,91.0,14.0,0.0,0.762,0.83
40,91.0,14.0,1.0,0.726,0.83
41,91.0,14.0,2.0,0.498,0.51
42,91.0,15.0,0.0,0.788,0.875
43,91.0,15.0,1.0,0.7,0.765
44,91.0,15.0,2.0,0.532,0.51
45,91.0,16.0,0.0,0.814,0.895
46,91.0,16.0,1.0,0.666,0.685
47,91.0,16.0,2.0,0.514,0.52
48,91.0,17.0,0.0,0.798,0.88
49,91.0,17.0,1.0,0.654,0.695
50,91.0,17.0,2.0,0.494,0.52
51,91.0,18.0,0.0,0.8,0.86
52,91.0,18.0,1.0,0.664,0.695
53,91.0,18.0,2.0,0.464,0.505
54,91.0,19.0,0.0,0.788,0.865
55,91.0,19.0,1.0,0.668,0.71
56,91.0,19.0,2.0,0.488,0.52
57,91.0,20.0,0.0,0.794,0.915
58,91.0,20.0,1.0,0.642,0.66
59,91.0,20.0,2.0,0.526,0.56
60,91.0,21.0,0.0,0.778,0.86
61,91.0,21.0,1.0,0.67,0.715
62,91.0,21.0,2.0,0.534,0.57
63,91.0,22.0,0.0,0.762,0.84
64,91.0,22.0,1.0,0.686,0.78
65,91.0,22.0,2.0,0.518,0.53
66,91.0,23.0,0.0,0.758,0.835
67,91.0,23.0,1.0,0.678,0.775
68,91.0,23.0,2.0,0.562,0.54
69,91.0,24.0,0.0,0.744,0.83
70,91.0,24.0,1.0,0.64,0.745
71,91.0,24.0,2.0,0.596,0.605
72,91.0,25.0,0.0,0.722,0.855
73,91.0,25.0,1.0,0.61,0.735
74,91.0,25.0,2.0,0.606,0.68
75,91.0,26.0,0.0,0.698,0.875
76,91.0,26.0,1.0,0.586,0.73
77,91.0,26.0,2.0,0.602,0.73
78,91.0,27.0,0.0,0.696,0.865
79,91.0,27.0,1.0,0.596,0.75
80,91.0,27.0,2.0,0.584,0.72
81,91.0,28.0,0.0,0.698,0.83
82,91.0,28.0,1.0,0.61,0.76
