,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.696,0.77
1,91.0,1.0,1.0,0.608,0.765
2,91.0,1.0,2.0,0.592,0.63
3,91.0,2.0,0.0,0.71,0.8
4,91.0,2.0,1.0,0.618,0.72
5,91.0,2.0,2.0,0.606,0.69
6,91.0,3.0,0.0,0.724,0.825
7,91.0,3.0,1.0,0.58,0.63
8,91.0,3.0,2.0,0.576,0.725
9,91.0,4.0,0.0,0.766,0.915
10,91.0,4.0,1.0,0.59,0.6
11,91.0,4.0,2.0,0.55,0.75
12,91.0,5.0,0.0,0.74,0.95
13,91.0,5.0,1.0,0.7,0.67
14,91.0,5.0,2.0,0.56,0.735
15,91.0,6.0,0.0,0.704,0.93
16,91.0,6.0,1.0,0.752,0.715
17,91.0,6.0,2.0,0.58,0.685
18,91.0,7.0,0.0,0.692,0.945
19,91.0,7.0,1.0,0.804,0.875
20,91.0,7.0,2.0,0.612,0.685
21,91.0,8.0,0.0,0.684,0.965
22,91.0,8.0,1.0,0.808,0.88
23,91.0,8.0,2.0,0.6,0.645
24,91.0,9.0,0.0,0.662,0.915
25,91.0,9.0,1.0,0.826,0.815
26,91.0,9.0,2.0,0.586,0.575
27,91.0,10.0,0.0,0.606,0.845
28,91.0,10.0,1.0,0.882,0.875
29,91.0,10.0,2.0,0.59,0.555
30,91.0,11.0,0.0,0.56,0.775
31,91.0,11.0,1.0,0.936,0.925
32,91.0,11.0,2.0,0.616,0.555
33,91.0,12.0,0.0,0.524,0.755
34,91.0,12.0,1.0,0.976,0.985
35,91.0,12.0,2.0,0.576,0.51
36,91.0,13.0,0.0,0.514,0.75
37,91.0,13.0,1.0,0.97,0.955
38,91.0,13.0,2.0,0.55,0.52
39,91.0,14.0,0.0,0.51,0.745
40,91.0,14.0,1.0,0.966,0.94
41,91.0,14.0,2.0,0.582,0.525
42,91.0,15.0,0.0,0.506,0.73
43,91.0,15.0,1.0,0.958,0.935
44,91.0,15.0,2.0,0.61,0.54
45,91.0,16.0,0.0,0.508,0.705
46,91.0,16.0,1.0,0.94,0.92
47,91.0,16.0,2.0,0.628,0.535
48,91.0,17.0,0.0,0.504,0.7
49,91.0,17.0,1.0,0.936,0.925
50,91.0,17.0,2.0,0.628,0.55
51,91.0,18.0,0.0,0.508,0.665
52,91.0,18.0,1.0,0.912,0.915
53,91.0,18.0,2.0,0.632,0.55
54,91.0,19.0,0.0,0.528,0.66
55,91.0,19.0,1.0,0.908,0.915
56,91.0,19.0,2.0,0.652,0.58
57,91.0,20.0,0.0,0.544,0.69
58,91.0,20.0,1.0,0.916,0.895
59,91.0,20.0,2.0,0.636,0.575
60,91.0,21.0,0.0,0.57,0.64
61,91.0,21.0,1.0,0.878,0.86
62,91.0,21.0,2.0,0.662,0.59
63,91.0,22.0,0.0,0.58,0.665
64,91.0,22.0,1.0,0.844,0.83
65,91.0,22.0,2.0,0.648,0.545
66,91.0,23.0,0.0,0.562,0.64
67,91.0,23.0,1.0,0.878,0.865
68,91.0,23.0,2.0,0.65,0.55
69,91.0,24.0,0.0,0.544,0.58
70,91.0,24.0,1.0,0.86,0.91
71,91.0,24.0,2.0,0.656,0.56
72,91.0,25.0,0.0,0.546,0.585
73,91.0,25.0,1.0,0.826,0.95
74,91.0,25.0,2.0,0.678,0.57
75,91.0,26.0,0.0,0.526,0.555
76,91.0,26.0,1.0,0.798,0.96
77,91.0,26.0,2.0,0.694,0.61
78,91.0,27.0,0.0,0.494,0.545
79,91.0,27.0,1.0,0.794,0.97
80,91.0,27.0,2.0,0.654,0.59
81,91.0,28.0,0.0,0.534,0.61
82,91.0,28.0,1.0,0.726,0.92
83,91.0,28.0,2.0,0.598,0.61
84,91.0,29.0,0.0,0.556,0.655
85,91.0,29.0,1.0,0.692,0.925
86,91.0,29.0,2.0,0.52,0.61
87,91.0,30.0,0.0,0.566,0.655
88,91.0,30.0,1.0,0.706,0.98
89,91.0,30.0,2.0,0.53,0.585
90,91.0,31.0,0.0,0.604,0.685
91,91.0,31.0,1.0,0.708,0.955
92,91.0,31.0,2.0,0.536,0.585
93,91.0,32.0,0.0,0.596,0.69
94,91.0,32.0,1.0,0.692,0.945
95,91.0,32.0,2.0,0.548,0.61
96,91.0,33.0,0.0,0.582,0.71
97,91.0,33.0,1.0,0.686,0.925
98,91.0,33.0,2.0,0.566,0.665
99,91.0,34.0,0.0,0.598,0.735
100,91.0,34.0,1.0,0.682,0.895
101,91.0,34.0,2.0,0.618,0.655
102,91.0,35.0,0.0,0.608,0.785
103,91.0,35.0,1.0,0.628,0.85
104,91.0,35.0,2.0,0.624,0.665
105,91.0,36.0,0.0,0.66,0.91
106,91.0,36.0,1.0,0.572,0.83
107,91.0,36.0,2.0,0.604,0.675
108,91.0,37.0,0.0,0.686,0.95
109,91.0,37.0,1.0,0.55,0.795
110,91.0,37.0,2.0,0.606,0.685
111,91.0,38.0,0.0,0.714,0.99
112,91.0,38.0,1.0,0.534,0.775
113,91.0,38.0,2.0,0.622,0.72
114,91.0,39.0,0.0,0.71,0.98
115,91.0,39.0,1.0,0.526,0.745
