,Run,Gen,PC,Score,Score4
0,91.0,1.0,0.0,0.652,0.82
1,91.0,1.0,1.0,0.58,0.715
2,91.0,1.0,2.0,0.584,0.655
3,91.0,2.0,0.0,0.652,0.78
4,91.0,2.0,1.0,0.58,0.73
5,91.0,2.0,2.0,0.588,0.675
6,91.0,3.0,0.0,0.648,0.78
7,91.0,3.0,1.0,0.596,0.705
8,91.0,3.0,2.0,0.596,0.715
9,91.0,4.0,0.0,0.654,0.765
10,91.0,4.0,1.0,0.61,0.7
11,91.0,4.0,2.0,0.614,0.75
12,91.0,5.0,0.0,0.658,0.755
13,91.0,5.0,1.0,0.63,0.715
14,91.0,5.0,2.0,0.622,0.745
15,91.0,6.0,0.0,0.658,0.775
16,91.0,6.0,1.0,0.606,0.665
17,91.0,6.0,2.0,0.622,0.725
18,91.0,7.0,0.0,0.634,0.745
19,91.0,7.0,1.0,0.59,0.68
20,91.0,7.0,2.0,0.626,0.715
21,91.0,8.0,0.0,0.624,0.74
22,91.0,8.0,1.0,0.6,0.695
23,91.0,8.0,2.0,0.616,0.71
24,91.0,9.0,0.0,0.602,0.72
25,91.0,9.0,1.0,0.61,0.7
26,91.0,9.0,2.0,0.594,0.68
27,91.0,10.0,0.0,0.612,0.76
28,91.0,10.0,1.0,0.608,0.715
29,91.0,10.0,2.0,0.568,0.68
30,91.0,11.0,0.0,0.592,0.765
31,91.0,11.0,1.0,0.624,0.715
32,91.0,11.0,2.0,0.56,0.655
33,91.0,12.0,0.0,0.578,0.72
34,91.0,12.0,1.0,0.618,0.72
35,91.0,12.0,2.0,0.546,0.685
36,91.0,13.0,0.0,0.594,0.715
37,91.0,13.0,1.0,0.618,0.7
38,91.0,13.0,2.0,0.574,0.69
39,91.0,14.0,0.0,0.57,0.68
40,91.0,14.0,1.0,0.61,0.71
41,91.0,14.0,2.0,0.554,0.65
42,91.0,15.0,0.0,0.572,0.66
43,91.0,15.0,1.0,0.636,0.75
44,91.0,15.0,2.0,0.552,0.635
45,91.0,16.0,0.0,0.592,0.675
46,91.0,16.0,1.0,0.66,0.795
47,91.0,16.0,2.0,0.552,0.62
48,91.0,17.0,0.0,0.584,0.685
49,91.0,17.0,1.0,0.644,0.775
50,91.0,17.0,2.0,0.548,0.625
51,91.0,18.0,0.0,0.58,0.685
52,91.0,18.0,1.0,0.66,0.805
53,91.0,18.0,2.0,0.568,0.63
54,91.0,19.0,0.0,0.582,0.675
55,91.0,19.0,1.0,0.626,0.735
56,91.0,19.0,2.0,0.55,0.62
57,91.0,20.0,0.0,0.566,0.665
58,91.0,20.0,1.0,0.63,0.735
59,91.0,20.0,2.0,0.566,0.63
60,91.0,21.0,0.0,0.576,0.69
61,91.0,21.0,1.0,0.588,0.715
62,91.0,21.0,2.0,0.608,0.67
63,91.0,22.0,0.0,0.578,0.69
64,91.0,22.0,1.0,0.578,0.7
65,91.0,22.0,2.0,0.574,0.645
