,Run,Gen,PC,Score,Score4
0,11.0,1.0,0.0,0.594,0.87
1,11.0,1.0,1.0,0.706,0.905
2,11.0,1.0,2.0,0.59,0.61
3,11.0,2.0,0.0,0.588,0.825
4,11.0,2.0,1.0,0.676,0.9
5,11.0,2.0,2.0,0.576,0.595
6,11.0,3.0,0.0,0.602,0.79
7,11.0,3.0,1.0,0.674,0.89
8,11.0,3.0,2.0,0.566,0.615
9,11.0,4.0,0.0,0.634,0.79
10,11.0,4.0,1.0,0.618,0.82
11,11.0,4.0,2.0,0.586,0.625
12,11.0,5.0,0.0,0.638,0.835
13,11.0,5.0,1.0,0.598,0.815
14,11.0,5.0,2.0,0.554,0.62
15,11.0,6.0,0.0,0.664,0.88
16,11.0,6.0,1.0,0.604,0.835
17,11.0,6.0,2.0,0.588,0.635
18,11.0,7.0,0.0,0.71,0.885
19,11.0,7.0,1.0,0.566,0.835
20,11.0,7.0,2.0,0.578,0.635
21,11.0,8.0,0.0,0.728,0.89
22,11.0,8.0,1.0,0.576,0.84
23,11.0,8.0,2.0,0.568,0.64
24,11.0,9.0,0.0,0.72,0.84
25,11.0,9.0,1.0,0.548,0.715
26,11.0,9.0,2.0,0.588,0.69
27,11.0,10.0,0.0,0.77,0.895
28,11.0,10.0,1.0,0.606,0.68
29,11.0,10.0,2.0,0.578,0.675
30,11.0,11.0,0.0,0.766,0.91
31,11.0,11.0,1.0,0.522,0.755
32,11.0,11.0,2.0,0.566,0.66
33,11.0,12.0,0.0,0.788,0.95
34,11.0,12.0,1.0,0.516,0.76
35,11.0,12.0,2.0,0.568,0.64
36,11.0,13.0,0.0,0.812,0.945
37,11.0,13.0,1.0,0.5,0.665
38,11.0,13.0,2.0,0.576,0.675
39,11.0,14.0,0.0,0.788,0.935
40,11.0,14.0,1.0,0.532,0.7
41,11.0,14.0,2.0,0.568,0.645
42,11.0,15.0,0.0,0.802,0.955
43,11.0,15.0,1.0,0.538,0.725
44,11.0,15.0,2.0,0.57,0.665
45,11.0,16.0,0.0,0.808,0.975
46,11.0,16.0,1.0,0.532,0.755
47,11.0,16.0,2.0,0.58,0.67
48,11.0,17.0,0.0,0.812,0.98
49,11.0,17.0,1.0,0.528,0.755
50,11.0,17.0,2.0,0.56,0.66
51,11.0,18.0,0.0,0.822,0.985
52,11.0,18.0,1.0,0.506,0.77
53,11.0,18.0,2.0,0.57,0.675
54,11.0,19.0,0.0,0.818,0.985
55,11.0,19.0,1.0,0.522,0.7
56,11.0,19.0,2.0,0.586,0.69
57,11.0,20.0,0.0,0.83,1.0
58,11.0,20.0,1.0,0.538,0.655
59,11.0,20.0,2.0,0.574,0.68
60,11.0,21.0,0.0,0.83,0.99
61,11.0,21.0,1.0,0.554,0.7
62,11.0,21.0,2.0,0.55,0.63
63,11.0,22.0,0.0,0.808,0.965
64,11.0,22.0,1.0,0.568,0.68
65,11.0,22.0,2.0,0.552,0.64
66,11.0,23.0,0.0,0.816,0.97
67,11.0,23.0,1.0,0.532,0.745
68,11.0,23.0,2.0,0.544,0.62
69,11.0,24.0,0.0,0.84,1.0
70,11.0,24.0,1.0,0.568,0.725
71,11.0,24.0,2.0,0.548,0.635
72,11.0,25.0,0.0,0.848,0.99
73,11.0,25.0,1.0,0.604,0.57
74,11.0,25.0,2.0,0.544,0.63
75,11.0,26.0,0.0,0.854,1.0
76,11.0,26.0,1.0,0.582,0.62
77,11.0,26.0,2.0,0.542,0.625
78,11.0,27.0,0.0,0.882,1.0
79,11.0,27.0,1.0,0.626,0.565
80,11.0,27.0,2.0,0.542,0.585
81,11.0,28.0,0.0,0.858,1.0
82,11.0,28.0,1.0,0.626,0.55
83,11.0,28.0,2.0,0.542,0.605
84,11.0,29.0,0.0,0.886,1.0
85,11.0,29.0,1.0,0.646,0.565
86,11.0,29.0,2.0,0.562,0.65
87,11.0,30.0,0.0,0.886,1.0
88,11.0,30.0,1.0,0.67,0.55
89,11.0,30.0,2.0,0.594,0.685
90,11.0,31.0,0.0,0.876,0.995
91,11.0,31.0,1.0,0.692,0.59
92,11.0,31.0,2.0,0.604,0.71
93,11.0,32.0,0.0,0.858,0.995
94,11.0,32.0,1.0,0.734,0.73
95,11.0,32.0,2.0,0.61,0.705
96,11.0,33.0,0.0,0.846,1.0
97,11.0,33.0,1.0,0.762,0.765
98,11.0,33.0,2.0,0.646,0.73
99,11.0,34.0,0.0,0.81,0.995
100,11.0,34.0,1.0,0.75,0.79
101,11.0,34.0,2.0,0.714,0.835
102,11.0,35.0,0.0,0.796,1.0
103,11.0,35.0,1.0,0.74,0.8
104,11.0,35.0,2.0,0.724,0.845
105,11.0,36.0,0.0,0.81,1.0
106,11.0,36.0,1.0,0.734,0.775
107,11.0,36.0,2.0,0.742,0.88
108,11.0,37.0,0.0,0.8,1.0
109,11.0,37.0,1.0,0.752,0.815
110,11.0,37.0,2.0,0.724,0.85
111,11.0,38.0,0.0,0.786,0.98
112,11.0,38.0,1.0,0.79,0.86
113,11.0,38.0,2.0,0.694,0.78
114,11.0,39.0,0.0,0.78,0.97
115,11.0,39.0,1.0,0.816,0.89
116,11.0,39.0,2.0,0.672,0.73
117,11.0,40.0,0.0,0.78,0.945
118,11.0,40.0,1.0,0.832,0.89
119,11.0,40.0,2.0,0.648,0.695
120,11.0,41.0,0.0,0.786,0.985
121,11.0,41.0,1.0,0.834,0.92
122,11.0,41.0,2.0,0.658,0.665
123,11.0,42.0,0.0,0.778,0.955
124,11.0,42.0,1.0,0.846,0.915
125,11.0,42.0,2.0,0.634,0.675
126,11.0,43.0,0.0,0.776,0.985
127,11.0,43.0,1.0,0.816,0.91
128,11.0,43.0,2.0,0.672,0.725
129,11.0,44.0,0.0,0.764,0.965
130,11.0,44.0,1.0,0.832,0.925
131,11.0,44.0,2.0,0.664,0.705
132,11.0,45.0,0.0,0.786,0.97
133,11.0,45.0,1.0,0.862,0.94
134,11.0,45.0,2.0,0.614,0.625
135,11.0,46.0,0.0,0.788,0.965
136,11.0,46.0,1.0,0.864,0.935
137,11.0,46.0,2.0,0.62,0.615
138,11.0,47.0,0.0,0.758,0.935
139,11.0,47.0,1.0,0.89,0.975
140,11.0,47.0,2.0,0.586,0.59
141,11.0,48.0,0.0,0.75,0.96
142,11.0,48.0,1.0,0.87,0.985
143,11.0,48.0,2.0,0.622,0.615
144,11.0,49.0,0.0,0.74,0.935
145,11.0,49.0,1.0,0.868,0.975
146,11.0,49.0,2.0,0.616,0.635
147,11.0,50.0,0.0,0.732,0.905
148,11.0,50.0,1.0,0.896,0.995
149,11.0,50.0,2.0,0.592,0.585
150,11.0,51.0,0.0,0.716,0.815
151,11.0,51.0,1.0,0.928,0.98
152,11.0,51.0,2.0,0.56,0.565
153,11.0,52.0,0.0,0.68,0.76
154,11.0,52.0,1.0,0.932,1.0
155,11.0,52.0,2.0,0.536,0.56
156,11.0,53.0,0.0,0.674,0.72
157,11.0,53.0,1.0,0.914,1.0
158,11.0,53.0,2.0,0.566,0.535
159,11.0,54.0,0.0,0.656,0.695
160,11.0,54.0,1.0,0.9,1.0
161,11.0,54.0,2.0,0.564,0.545
162,11.0,55.0,0.0,0.672,0.735
163,11.0,55.0,1.0,0.912,1.0
164,11.0,55.0,2.0,0.564,0.545
165,11.0,56.0,0.0,0.684,0.755
166,11.0,56.0,1.0,0.888,0.995
167,11.0,56.0,2.0,0.596,0.555
168,11.0,57.0,0.0,0.674,0.72
169,11.0,57.0,1.0,0.902,1.0
170,11.0,57.0,2.0,0.55,0.535
171,11.0,58.0,0.0,0.644,0.665
172,11.0,58.0,1.0,0.888,1.0
173,11.0,58.0,2.0,0.6,0.555
174,11.0,59.0,0.0,0.654,0.65
175,11.0,59.0,1.0,0.926,1.0
176,11.0,59.0,2.0,0.562,0.515
177,11.0,60.0,0.0,0.65,0.655
178,11.0,60.0,1.0,0.93,1.0
179,11.0,60.0,2.0,0.534,0.53
180,11.0,61.0,0.0,0.628,0.625
181,11.0,61.0,1.0,0.912,1.0
182,11.0,61.0,2.0,0.568,0.545
183,11.0,62.0,0.0,0.644,0.61
184,11.0,62.0,1.0,0.94,1.0
185,11.0,62.0,2.0,0.536,0.5
186,11.0,63.0,0.0,0.614,0.575
187,11.0,63.0,1.0,0.926,1.0
188,11.0,63.0,2.0,0.502,0.51
189,11.0,64.0,0.0,0.612,0.56
190,11.0,64.0,1.0,0.924,1.0
191,11.0,64.0,2.0,0.508,0.5
192,11.0,65.0,0.0,0.632,0.58
193,11.0,65.0,1.0,0.932,1.0
194,11.0,65.0,2.0,0.464,0.5
195,11.0,66.0,0.0,0.614,0.555
196,11.0,66.0,1.0,0.922,1.0
197,11.0,66.0,2.0,0.478,0.5
198,11.0,67.0,0.0,0.586,0.525
199,11.0,67.0,1.0,0.906,1.0
200,11.0,67.0,2.0,0.478,0.5
201,11.0,68.0,0.0,0.612,0.56
202,11.0,68.0,1.0,0.92,1.0
203,11.0,68.0,2.0,0.456,0.5
204,11.0,69.0,0.0,0.58,0.56
205,11.0,69.0,1.0,0.9,1.0
206,11.0,69.0,2.0,0.472,0.5
207,11.0,70.0,0.0,0.536,0.575
208,11.0,70.0,1.0,0.86,0.97
209,11.0,70.0,2.0,0.508,0.53
210,11.0,71.0,0.0,0.568,0.61
211,11.0,71.0,1.0,0.848,0.96
212,11.0,71.0,2.0,0.5,0.55
213,11.0,72.0,0.0,0.594,0.68
214,11.0,72.0,1.0,0.762,0.89
215,11.0,72.0,2.0,0.518,0.61
216,11.0,73.0,0.0,0.698,0.79
217,11.0,73.0,1.0,0.662,0.8
218,11.0,73.0,2.0,0.546,0.675
219,11.0,74.0,0.0,0.744,0.85
220,11.0,74.0,1.0,0.692,0.73
221,11.0,74.0,2.0,0.596,0.725
222,11.0,75.0,0.0,0.732,0.81
223,11.0,75.0,1.0,0.668,0.755
224,11.0,75.0,2.0,0.572,0.67
225,11.0,76.0,0.0,0.768,0.845
226,11.0,76.0,1.0,0.672,0.715
227,11.0,76.0,2.0,0.576,0.69
228,11.0,77.0,0.0,0.786,0.875
229,11.0,77.0,1.0,0.626,0.675
230,11.0,77.0,2.0,0.578,0.73
231,11.0,78.0,0.0,0.83,0.925
232,11.0,78.0,1.0,0.658,0.645
233,11.0,78.0,2.0,0.566,0.685
234,11.0,79.0,0.0,0.878,0.955
235,11.0,79.0,1.0,0.658,0.61
236,11.0,79.0,2.0,0.586,0.7
237,11.0,80.0,0.0,0.902,0.965
238,11.0,80.0,1.0,0.654,0.605
239,11.0,80.0,2.0,0.57,0.675
240,11.0,81.0,0.0,0.934,0.99
241,11.0,81.0,1.0,0.646,0.555
242,11.0,81.0,2.0,0.618,0.77
243,11.0,82.0,0.0,0.934,0.97
244,11.0,82.0,1.0,0.678,0.535
245,11.0,82.0,2.0,0.614,0.79
246,11.0,83.0,0.0,0.966,1.0
247,11.0,83.0,1.0,0.662,0.52
248,11.0,83.0,2.0,0.614,0.78
249,11.0,84.0,0.0,0.976,1.0
250,11.0,84.0,1.0,0.676,0.53
251,11.0,84.0,2.0,0.6,0.745
252,11.0,85.0,0.0,0.98,1.0
253,11.0,85.0,1.0,0.676,0.505
