Run,Gen,F,1,2,3,4,5,6,7,8,9,10
22.0,0.0,50608.921875,3.4744147841981405,4.288384719904917,4.789734128100792,-1.5784219603753025,-1.342315561122922,-0.1643226298321582,2.0008074031530008,3.854629453743714,3.2146849259664467,0.6468590442328894
22.0,0.0,47559.703125,1.6154144048390195,-1.86481923421601,-4.246645643889549,4.020679536619493,1.4054108002574868,-2.0135292471855912,-2.4810333958188133,-0.6170790403304771,-1.6182926100799264,-4.809632015007956
22.0,0.0,166658.25,-2.4927700912529174,-0.2766301629926238,0.819443558217988,3.462319176424812,0.7640870930553323,-4.878061757159983,-0.3435689743869661,4.011113898276781,2.778485642847073,4.582644749457867
22.0,0.0,24225.69140625,4.056708035072422,-1.994238305405181,1.301533794472994,-1.6723558725111465,4.008844525249742,-1.7325797985178817,-3.374027487067459,-3.745440295472247,0.3389929160010476,-2.164286995987558
22.0,0.0,168123.734375,0.6600497799127893,-1.6122189663246358,3.7111662331355806,3.0380806150830324,0.8994902203839921,-3.5338893719024576,-4.068614267550654,-1.8806998371476304,-3.80868150722549,2.4029451507871515
22.0,0.0,80430.890625,2.839876477298322,-1.9042179938607933,-2.903154947016077,4.788686910207852,0.8003227925973677,-0.165693916168216,-1.517112150974075,-2.16426435019398,0.4803060139384101,3.1404465083651303
22.0,0.0,126677.03125,-0.3138259988820255,0.1440344946841936,1.9153345785083475,-0.3039574228016519,-0.1744351160002608,4.656119136878317,1.0918098501455304,4.220366742404625,3.436450424146656,2.785674307282603
22.0,0.0,52159.7578125,-2.6233913218087657,4.043774730346017,0.0347426239747079,-2.207115325193645,-0.6510729598398735,-2.9242849518173486,-0.7157899408667436,-1.808512096518152,4.988710168776533,2.3223311142846814
22.0,0.0,20712.197265625,-4.97896530427502,3.233784548639054,-2.8341294838938955,0.5357682928901983,-1.8983905083248764,-3.3367597546853744,2.1602564487062006,0.8112548239633153,0.2189186226190775,-1.3412322797767908
22.0,0.0,64385.37890625,-2.3245485746937486,3.183395526899078,-3.5295634369248607,-3.093457172230103,1.5293131026798434,4.971141466784793,2.053137631898528,-0.646553882062241,-0.2251624722021556,-4.137313384395042
22.0,0.0,90042.375,-3.4083897944591723,0.5128124431567196,-4.619095461274645,-4.272772425056484,3.3146731882566964,-3.491673797275493,-3.996849167184101,-0.2224184719015278,4.527823743812716,1.945366041068855
