Run,Gen,F,1,2,3,4,5,6,7,8,9,10
23.0,0.0,22003470.0,2.9598003105180286,4.919055378816141,0.3886746921422386,-2.283870375981893,0.5073331595324806,1.4767979109189069,-2.0130533386403364,1.3106940944542682,3.219608466778448,2.545722760525603
23.0,0.0,19570334.0,-1.2412849904581895,3.899753353807738,-3.2158320628147874,-4.631228092442986,-4.192431742565437,-0.0950300071266445,1.6989658288987144,4.147970307529693,-0.1638206310873604,2.33408287595235
23.0,0.0,14585610.0,-4.890214856105471,-2.221175668802266,4.564971405818129,-1.5236436465065313,0.6542532384692237,-3.565128563430836,-1.5203278029449123,1.1051620081876488,1.62757972772543,-2.2522799326836536
23.0,0.0,9147494.0,3.569560680023482,1.5031303745017084,4.32466176225725,-0.999035738438928,3.107454560203616,3.518964374371864,-3.051241498421226,0.3699642280559079,0.5663693170854556,-2.0266059139069403
23.0,0.0,36190704.0,0.4018887503611825,0.5908917076852234,-0.0256615758677387,0.9967044275045004,3.522787323536446,-4.726592569053115,-2.413252318612201,0.7495454657964622,1.5167566687335672,-3.895874725675884
23.0,0.0,5341707.5,2.0465584866999,-2.1443694581221013,-4.951021270695294,0.1939108595197254,-0.0622022457367545,1.3812522104217262,2.6242571748728336,-0.5032143804639686,-4.938364300083458,-1.8727740350597568
23.0,0.0,10936758.0,-1.0685852871827477,0.7270614085243139,0.993009776815561,-0.1896071848964799,-1.49742681592391,1.067911746257295,-4.460112129608271,-1.366583632827,2.0343118185929807,4.434415271993442
23.0,0.0,56064720.0,0.3668968781647361,0.9982754862150324,-0.9287570726782316,4.881225624932796,-0.7459768957288082,-3.762861295188636,-3.801226228112672,-0.3419370572033333,4.144786940240605,3.0162328300511767
23.0,0.0,11671902.0,-4.284777708510454,4.761692710973984,2.599050049312224,-4.15908799022557,-1.023639370581099,-1.2377306573144535,-2.6614131112284287,-2.363418202044356,4.605683219920829,-1.2497792296729957
23.0,0.0,12362094.0,-2.484190370283774,-1.218205058313904,-1.5163844921571616,0.6954352769372507,1.366613290599796,-4.980005015820645,2.812752389695902,0.9382443616276142,4.8659829175722695,1.150818370727528
23.0,0.0,37051648.0,2.325270401245337,1.6205619776609623,-4.368376097047904,1.018053320930015,-4.382846340560426,-4.184460620099854,2.5740312003428443,2.028577294059234,0.3091744241763914,4.380199087132993
23.0,0.0,29348910.0,-1.7655023050838414,-0.6201420200385215,3.974397303695568,1.5316057246811008,-3.967919530842644,-3.0681669135322824,-0.7908374242882896,-3.3645537607010523,1.8384614816118208,4.740970540284495
23.0,0.0,5282372.5,4.954657820472171,-3.706169069279394,0.4144926670141622,-1.6897417718525003,4.963955923953074,-0.6624248769463286,4.058447994545336,-4.936175166812348,-0.7358925826004157,-3.750915884160594
23.0,0.0,21697288.0,0.1997471591269883,-4.79707360619707,1.862829876127985,4.392610055885866,-3.133075372397136,2.4352876829286894,3.590875408810037,2.746082012995245,-3.65260232928423,-3.47058164627961
23.0,0.0,19134484.0,3.994815616149097,-4.241020179688115,-3.037068880555375,-3.949332641230981,0.0655189361046648,0.4754214472138383,1.0377567880490304,-0.958741040573604,2.390138360705162,-0.3088906294832085
23.0,0.0,100648664.0,1.5517980247594956,-2.7249859871851663,1.360179012236972,4.792168491294621,-2.5117021278179723,-4.315614004643137,-4.764572244338839,1.6725994944507605,-0.3037237299598825,1.395623535983158
23.0,0.0,24214738.0,-3.006457633795001,-1.7534907529614912,-1.6217461384227687,4.444207295385048,-0.8729619918256715,-4.403174756442695,-0.9337797440990164,2.833013418666366,-0.8059169061398688,4.826692278239914
23.0,0.0,2154301.0,-2.711337919663338,-0.4288494558641247,-2.3999335575136485,2.244398673900829,0.9578140391748056,2.9302918976040644,3.3744368330465377,-2.505166732881902,-2.4358455679709863,-0.9603080024475492
23.0,0.0,10413628.0,3.673604079949559,-2.4183363672398124,4.052825060354445,-3.58540165683578,3.678401984306074,-3.3736963986042823,-0.1680567701074906,4.811357901291103,-1.2362987529008636,0.8667709852134031
23.0,0.0,42268232.0,4.507941963263741,-1.920538551234953,-1.1240729112572927,2.8960494676054926,1.1163430480373568,-2.090853818176522,-1.9380349083359203,2.331100675116308,-1.598405414143032,-0.5770164115485477
23.0,0.0,32755718.0,2.546647410027351,2.561981312916779,-0.6309169779491315,2.540307972275297,-2.6684808268831577,0.917292219699312,0.5737347456239945,-4.707691434708416,0.9131428631520712,-3.0982935649323005
23.0,0.0,1790427.5,-4.004381277811585,2.247140990607784,4.695887930182916,3.6416821509225454,1.8226123430062549,2.365832393076756,1.3707913742975537,2.470047371115771,3.467858524152956,1.61864201334798
23.0,0.0,32880492.0,2.7108268345494526,-0.8151726032832487,2.6251205572235,2.12690960897159,2.814042748548279,-1.559213223670628,-1.144537611675597,-2.7673317681622485,4.405061927390703,-1.1725098243295655
23.0,0.0,4173851.0,-3.6332124416828697,-3.134537867547776,-2.0961068204902777,0.5325342041560379,0.391579453750146,1.83473548088228,2.1510209299195484,-1.135018520521283,3.949476647091165,-4.948180952108275
23.0,0.0,7707959.0,-0.2499940887980347,1.2432911714267716,-3.501995533926148,0.2798215198427902,4.081409839541559,0.1504854223551008,0.7884113616394917,-4.546097463812686,4.242638031106408,-2.667402311381117
23.0,0.0,8514998.0,-4.6117708679750375,3.569007311798325,1.187662988546995,3.812338615411999,3.97108447012069,4.16264910629393,3.018573170416367,-3.003712066172862,0.748076032947016,0.5057907559963741
23.0,0.0,1063768.625,-0.8346640895957673,-3.405673262100056,2.212769430030387,1.2797750589757806,2.624680843451534,2.018856066368018,2.207010967390782,3.3629964887910866,-3.2938596947209184,1.5446425409607114
23.0,0.0,7552696.5,-0.733032138618511,-4.933971720262647,1.5536619163293608,-2.099432783563268,-2.147692400132279,4.979102809458073,4.855505408555128,3.536106757034309,3.177867816304495,3.915920191016628
